city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Saint Peter Port,Saint Peter Port,49.4555,-2.5368,Guernsey,GG,GGY,,primary,18958.0,1831991870
Saint Sampson,Saint Sampson,49.4819,-2.5411,Guernsey,GG,GGY,,,8966.0,1831369844
Saint Peter Port,Saint Peter Port,49.4555,-2.5368,Guernsey,GG,GGY,,primary,18958.0,1831991870
Saint Sampson,Saint Sampson,49.4819,-2.5411,Guernsey,GG,GGY,,,8966.0,1831369844
