city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Tarawa,Tarawa,1.3382,173.0176,Kiribati,KI,KIR,,primary,28802.0,1296152641
Betio,Betio,1.35,172.9333,Kiribati,KI,KIR,,,17356.0,1296879625
Tarawa,Tarawa,1.3382,173.0176,Kiribati,KI,KIR,,primary,28802.0,1296152641
Betio,Betio,1.35,172.9333,Kiribati,KI,KIR,,,17356.0,1296879625
